Goals,Level,Days,Time,Equipments,Gender,Workout
Lose Fat,Beginner,4,37.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Kettle Bells']",Female,"[[{'exercise': 'Incline Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 11}, {'exercise': 'Seated Barbell Press', 'sets': 3, 'reps': 9}, {'exercise': 'Pull Ups', 'sets': 3, 'reps': 10}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 11}, {'exercise': 'Dumbbell Curl', 'sets': 3, 'reps': 11}], [{'exercise': 'Squats', 'sets': 3, 'reps': 9}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 14}, {'exercise': 'Leg Extension', 'sets': 3, 'reps': 14}, {'exercise': 'Leg Press Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Plank', 'sets': 3, 'reps': 60}, {'exercise': 'Twisting Hanging Knee Raise', 'sets': 3, 'reps': 20}], [{'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Barbell Row', 'sets': 3, 'reps': 9}, {'exercise': 'Dumbbell Lateral Raise', 'sets': 3, 'reps': 14}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 11}, {'exercise': 'Cable Tricep Extensions', 'sets': 3, 'reps': 11}, {'exercise': 'EZ Bar Preacher Curl', 'sets': 3, 'reps': 11}], [{'exercise': 'Leg Press', 'sets': 3, 'reps': 18}, {'exercise': 'Stiff Leg Deadlift', 'sets': 3, 'reps': 9}, {'exercise': 'Walking Dumbbell Lunge', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Cable Crunch', 'sets': 3, 'reps': 20}, {'exercise': 'Russian Twist', 'sets': 3, 'reps': 20}]]"
Build Muscle,Intermediate,5,75.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'Machines', 'Other']",Male,"[[{'exercise': 'Incline Barbell Press', 'sets': 4, 'reps': 9}, {'exercise': 'Low Incline Dumbbell Fly', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Machine Chest Press', 'sets': 3, 'reps': 10}, {'exercise': 'Pec Deck', 'sets': 3, 'reps': 13}], [{'exercise': 'Wide Grip Pull Ups', 'sets': 4, 'reps': 9}, {'exercise': 'Machine One Arm Row', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Pullover', 'sets': 3, 'reps': 10}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 13}, {'exercise': 'Low Back Extension', 'sets': 3, 'reps': 15}], [{'exercise': 'Romanian Deadlift', 'sets': 4, 'reps': 12}, {'exercise': 'Standing Leg Curl', 'sets': 3, 'reps': 13}, {'exercise': 'Lying Leg Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Hack Squat', 'sets': 4, 'reps': 12}, {'exercise': 'Single Leg Press', 'sets': 3, 'reps': 13}, {'exercise': 'Leg Extension', 'sets': 3, 'reps': 15}], [{'exercise': 'Seated Lateral Raise', 'sets': 4, 'reps': 12}, {'exercise': 'Face Pull', 'sets': 3, 'reps': 10}, {'exercise': 'Rear Lateral Raise', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Smith Machine Press', 'sets': 3, 'reps': 13}, {'exercise': 'Hanging Leg Raise', 'sets': 3, 'reps': 15}, {'exercise': 'Decline Weighted Crunch', 'sets': 3, 'reps': 15}, {'exercise': 'Twisting Rope Crunch', 'sets': 3, 'reps': 15}], [{'exercise': 'Preacher Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Concentration Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Rope Cable Curl', 'sets': 3, 'reps': 15}, {'exercise': 'Rope Pressdown', 'sets': 3, 'reps': 10}, {'exercise': 'Lying Tricep Extension', 'sets': 3, 'reps': 10}, {'exercise': 'Single Arm Overhead Extension', 'sets': 3, 'reps': 15}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 15}, {'exercise': 'Calf Press', 'sets': 4, 'reps': 20}]]"
Lose Fat,Advanced,4,57.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines']",Male,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Push Up', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 15}, {'exercise': 'Lateral Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Front Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Rear Delt Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Farmers Carry', 'sets': 5, 'reps': 20}, {'exercise': 'Oblique Crunch', 'sets': 2, 'reps': 15}, {'exercise': 'Hanging Knee Raise', 'sets': 2, 'reps': 12}], [{'exercise': 'Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Rear Bodyweight Lunge', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 9}, {'exercise': 'Leg Curl', 'sets': 4, 'reps': 9}, {'exercise': 'Bodyweight Glute Bridge', 'sets': 4, 'reps': 15}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 20}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 10}, {'exercise': 'Farmers Carry', 'sets': 5, 'reps': 20}, {'exercise': 'Ab Crunch', 'sets': 2, 'reps': 20}, {'exercise': 'Reverse Crunch', 'sets': 2, 'reps': 20}], [{'exercise': 'Dumbbell Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Shoulder Press', 'sets': 3, 'reps': 10}, {'exercise': 'Goblet Squat', 'sets': 3, 'reps': 12}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 12}, {'exercise': 'Landmine Romanian Deadlift', 'sets': 3, 'reps': 12}, {'exercise': 'Landmine T', 'sets': 3, 'reps': 12}, {'exercise': 'EZ Bar Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 10}, {'exercise': 'Farmers Walk', 'sets': 4, 'reps': 60}, {'exercise': 'Plank', 'sets': 3, 'reps': 30}, {'exercise': 'Side Plank', 'sets': 3, 'reps': 30}], [{'exercise': 'Conventional Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Push Up', 'sets': 3, 'reps': 12}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 12}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 12}, {'exercise': 'Hack Squat', 'sets': 3, 'reps': 12}, {'exercise': 'Inverted Row', 'sets': 3, 'reps': 12}, {'exercise': 'Cable Curl', 'sets': 3, 'reps': 12}, {'exercise': 'Tricep Extension', 'sets': 3, 'reps': 12}, {'exercise': 'Farmers Walk', 'sets': 4, 'reps': 60}, {'exercise': 'Hanging Leg Raise', 'sets': 2, 'reps': 12}, {'exercise': 'Russian Twist', 'sets': 2, 'reps': 12}]]"
Lose Fat,Advanced,4,57.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines']",Female,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 4, 'reps': 9}, {'exercise': 'Push Up', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 4, 'reps': 15}, {'exercise': 'Lateral Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Front Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Rear Delt Raise', 'sets': 2, 'reps': 11}, {'exercise': 'Farmers Carry', 'sets': 5, 'reps': 20}, {'exercise': 'Oblique Crunch', 'sets': 2, 'reps': 15}, {'exercise': 'Hanging Knee Raise', 'sets': 2, 'reps': 12}], [{'exercise': 'Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Rear Bodyweight Lunge', 'sets': 4, 'reps': 15}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 9}, {'exercise': 'Leg Curl', 'sets': 4, 'reps': 9}, {'exercise': 'Bodyweight Glute Bridge', 'sets': 4, 'reps': 15}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 20}, {'exercise': 'Seated Calf Raise', 'sets': 4, 'reps': 10}, {'exercise': 'Farmers Carry', 'sets': 5, 'reps': 20}, {'exercise': 'Ab Crunch', 'sets': 2, 'reps': 20}, {'exercise': 'Reverse Crunch', 'sets': 2, 'reps': 20}], [{'exercise': 'Dumbbell Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Shoulder Press', 'sets': 3, 'reps': 10}, {'exercise': 'Goblet Squat', 'sets': 3, 'reps': 12}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 12}, {'exercise': 'Landmine Romanian Deadlift', 'sets': 3, 'reps': 12}, {'exercise': 'Landmine T', 'sets': 3, 'reps': 12}, {'exercise': 'EZ Bar Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Skullcrushers', 'sets': 3, 'reps': 10}, {'exercise': 'Farmers Walk', 'sets': 4, 'reps': 60}, {'exercise': 'Plank', 'sets': 3, 'reps': 30}, {'exercise': 'Side Plank', 'sets': 3, 'reps': 30}], [{'exercise': 'Conventional Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Push Up', 'sets': 3, 'reps': 12}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 12}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 12}, {'exercise': 'Hack Squat', 'sets': 3, 'reps': 12}, {'exercise': 'Inverted Row', 'sets': 3, 'reps': 12}, {'exercise': 'Cable Curl', 'sets': 3, 'reps': 12}, {'exercise': 'Tricep Extension', 'sets': 3, 'reps': 12}, {'exercise': 'Farmers Walk', 'sets': 4, 'reps': 60}, {'exercise': 'Hanging Leg Raise', 'sets': 2, 'reps': 12}, {'exercise': 'Russian Twist', 'sets': 2, 'reps': 12}]]"
Build Muscle,Beginner,3,32.5,['Kettle Bells'],Male,"[[{'exercise': 'Kettlebell Squat', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Swing', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Row', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Overhead Press', 'sets': 3, 'reps': 8}, {'exercise': 'Turkish Get Up', 'sets': 3, 'reps': 6}], [{'exercise': 'Kettlebell Romanian Deadlift', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Split Lunge', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Snatch', 'sets': 3, 'reps': 6}, {'exercise': 'Kettlebell Row', 'sets': 3, 'reps': 8}, {'exercise': 'One Arm Kettlebell Floor Press', 'sets': 3, 'reps': 8}], [{'exercise': 'Kettlebell Sumo Deadlift', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Lateral Lunge', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Clean', 'sets': 3, 'reps': 6}, {'exercise': 'Kettlebell Upright Row', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Angled Press', 'sets': 3, 'reps': 8}]]"
Build Muscle,Beginner,3,32.5,['Kettle Bells'],Female,"[[{'exercise': 'Kettlebell Squat', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Swing', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Row', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Overhead Press', 'sets': 3, 'reps': 8}, {'exercise': 'Turkish Get Up', 'sets': 3, 'reps': 6}], [{'exercise': 'Kettlebell Romanian Deadlift', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Split Lunge', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Snatch', 'sets': 3, 'reps': 6}, {'exercise': 'Kettlebell Row', 'sets': 3, 'reps': 8}, {'exercise': 'One Arm Kettlebell Floor Press', 'sets': 3, 'reps': 8}], [{'exercise': 'Kettlebell Sumo Deadlift', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Lateral Lunge', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Clean', 'sets': 3, 'reps': 6}, {'exercise': 'Kettlebell Upright Row', 'sets': 3, 'reps': 8}, {'exercise': 'Kettlebell Angled Press', 'sets': 3, 'reps': 8}]]"
Build Muscle,Beginner,3,30.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Male,"[[{'exercise': 'Barbell Squat', 'sets': 4, 'reps': 6}, {'exercise': 'Chin Ups', 'sets': 3, 'reps': 6}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Push Up', 'sets': 4, 'reps': 12}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 8}, {'exercise': 'Sit Up', 'sets': 3, 'reps': 20}, {'exercise': 'Reverse Crunch', 'sets': 3, 'reps': 20}], [{'exercise': 'Bodyweight Squat', 'sets': 4, 'reps': 12}, {'exercise': 'Reverse Lunge', 'sets': 4, 'reps': 12}, {'exercise': 'Bodyweight Glute Bridge', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 6}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Step Up', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 8}, {'exercise': 'Bicycle Crunch', 'sets': 4, 'reps': 22}, {'exercise': 'Oblique Crunch', 'sets': 4, 'reps': 12}], [{'exercise': 'Dumbbell Shoulder Press', 'sets': 4, 'reps': 8}, {'exercise': 'Front Delt Raise', 'sets': 3, 'reps': 12}, {'exercise': 'Rear Delt Raise', 'sets': 3, 'reps': 12}, {'exercise': 'Chin Up', 'sets': 4, 'reps': 8}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'Plank', 'sets': 3, 'reps': 60}, {'exercise': 'Mountain Climbers', 'sets': 3, 'reps': 60}]]"
Build Muscle,Beginner,3,30.0,"['Barbell', 'Bodyweight', 'Dumbbells']",Female,"[[{'exercise': 'Barbell Squat', 'sets': 4, 'reps': 6}, {'exercise': 'Chin Ups', 'sets': 3, 'reps': 6}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Push Up', 'sets': 4, 'reps': 12}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 8}, {'exercise': 'Sit Up', 'sets': 3, 'reps': 20}, {'exercise': 'Reverse Crunch', 'sets': 3, 'reps': 20}], [{'exercise': 'Bodyweight Squat', 'sets': 4, 'reps': 12}, {'exercise': 'Reverse Lunge', 'sets': 4, 'reps': 12}, {'exercise': 'Bodyweight Glute Bridge', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 6}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Step Up', 'sets': 4, 'reps': 12}, {'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 8}, {'exercise': 'Bicycle Crunch', 'sets': 4, 'reps': 22}, {'exercise': 'Oblique Crunch', 'sets': 4, 'reps': 12}], [{'exercise': 'Dumbbell Shoulder Press', 'sets': 4, 'reps': 8}, {'exercise': 'Front Delt Raise', 'sets': 3, 'reps': 12}, {'exercise': 'Rear Delt Raise', 'sets': 3, 'reps': 12}, {'exercise': 'Chin Up', 'sets': 4, 'reps': 8}, {'exercise': 'Dumbbell Incline Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'Plank', 'sets': 3, 'reps': 60}, {'exercise': 'Mountain Climbers', 'sets': 3, 'reps': 60}]]"
Increase Strength,Beginner,3,60.0,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Military Press (AKA Overhead Press)', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 5}, {'exercise': 'Tricep Dip', 'sets': 3, 'reps': 8}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 8}, {'exercise': 'Lying Dumbbell Extension', 'sets': 3, 'reps': 8}, {'exercise': 'Tricep Pushdown', 'sets': 3, 'reps': 8}], [{'exercise': 'Pull Up (or Lat Pull Down)', 'sets': 5, 'reps': 5}, {'exercise': 'Bent-Over Barbell Row', 'sets': 3, 'reps': 5}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 8}, {'exercise': 'Dumbbell Shrug', 'sets': 3, 'reps': 8}, {'exercise': 'Preacher Curl', 'sets': 3, 'reps': 8}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 8}], [{'exercise': 'Barbell Squat', 'sets': 5, 'reps': 5}, {'exercise': 'Deadlift', 'sets': 3, 'reps': 5}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 8}, {'exercise': 'Lying Leg Curl', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Extension', 'sets': 3, 'reps': 8}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 8}]]"
Increase Strength,Beginner,3,60.0,"['Barbell', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Military Press (AKA Overhead Press)', 'sets': 5, 'reps': 5}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 5}, {'exercise': 'Tricep Dip', 'sets': 3, 'reps': 8}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 8}, {'exercise': 'Lying Dumbbell Extension', 'sets': 3, 'reps': 8}, {'exercise': 'Tricep Pushdown', 'sets': 3, 'reps': 8}], [{'exercise': 'Pull Up (or Lat Pull Down)', 'sets': 5, 'reps': 5}, {'exercise': 'Bent-Over Barbell Row', 'sets': 3, 'reps': 5}, {'exercise': 'T-Bar Row', 'sets': 3, 'reps': 8}, {'exercise': 'Dumbbell Shrug', 'sets': 3, 'reps': 8}, {'exercise': 'Preacher Curl', 'sets': 3, 'reps': 8}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 8}], [{'exercise': 'Barbell Squat', 'sets': 5, 'reps': 5}, {'exercise': 'Deadlift', 'sets': 3, 'reps': 5}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 8}, {'exercise': 'Lying Leg Curl', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Extension', 'sets': 3, 'reps': 8}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 8}]]"
Build Muscle,Advanced,4,37.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines']",Male,"[[{'exercise': 'Chin Up', 'sets': 3, 'reps': 8}, {'exercise': 'T', 'sets': 3, 'reps': 10}, {'exercise': 'Close Grip Pull Down', 'sets': 3, 'reps': 10}, {'exercise': 'One Arm Dumbbell Row', 'sets': 3, 'reps': 10}, {'exercise': 'Barbell Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 10}], [{'exercise': 'Seated Leg Curl ', 'sets': 4, 'reps': 10}, {'exercise': 'Barbell Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Trap Bar Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Stiff Legged Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Leg Extension', 'sets': 3, 'reps': 10}, {'exercise': 'Seated Calf Raise', 'sets': 2, 'reps': 20}, {'exercise': 'Standing Machine Calf Raise', 'sets': 2, 'reps': 20}], [{'exercise': 'Standing Military Press', 'sets': 3, 'reps': 10}, {'exercise': 'Side Lateral Raise', 'sets': 3, 'reps': 10}, {'exercise': 'Face Pull', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Incline Skullcrusher', 'sets': 3, 'reps': 10}, {'exercise': 'Tricep Pushdown', 'sets': 3, 'reps': 10}], [{'exercise': 'Deadlift', 'sets': 4, 'reps': 10}, {'exercise': 'Front Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Barbell Hip Thrust', 'sets': 3, 'reps': 10}, {'exercise': 'Dips', 'sets': 3, 'reps': 10}, {'exercise': 'Inverted Row', 'sets': 3, 'reps': 10}, {'exercise': 'Push Ups', 'sets': 3, 'reps': 10}]]"
Build Muscle,Beginner,3,60.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Male,"[[{'exercise': 'Trap Bar Deadlift', 'sets': 3, 'reps': 4}, {'exercise': 'Bent Over Row', 'sets': 3, 'reps': 7}, {'exercise': 'Dumbbell Overhead Press', 'sets': 3, 'reps': 8}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 8}, {'exercise': 'Dumbbell Bicep Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Rope Pressdown', 'sets': 2, 'reps': 11}, {'exercise': 'Plank', 'sets': 2, 'reps': 15}], [{'exercise': 'Front Squats', 'sets': 3, 'reps': 4}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 8}, {'exercise': ""Farmer's Carry"", 'sets': 3, 'reps': 45}, {'exercise': 'Dumbbell Row', 'sets': 3, 'reps': 13}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Dead Bugs', 'sets': 2, 'reps': 9}], [{'exercise': 'Bench Press', 'sets': 3, 'reps': 4}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Cable Row', 'sets': 3, 'reps': 10}, {'exercise': 'EZ Bar Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Skullcrusher', 'sets': 2, 'reps': 11}, {'exercise': 'Pallof Press', 'sets': 2, 'reps': 9}]]"
Build Muscle,Beginner,3,60.0,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Female,"[[{'exercise': 'Trap Bar Deadlift', 'sets': 3, 'reps': 4}, {'exercise': 'Bent Over Row', 'sets': 3, 'reps': 7}, {'exercise': 'Dumbbell Overhead Press', 'sets': 3, 'reps': 8}, {'exercise': 'Lat Pull Down', 'sets': 3, 'reps': 8}, {'exercise': 'Dumbbell Bicep Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Rope Pressdown', 'sets': 2, 'reps': 11}, {'exercise': 'Plank', 'sets': 2, 'reps': 15}], [{'exercise': 'Front Squats', 'sets': 3, 'reps': 4}, {'exercise': 'Romanian Deadlift', 'sets': 3, 'reps': 8}, {'exercise': ""Farmer's Carry"", 'sets': 3, 'reps': 45}, {'exercise': 'Dumbbell Row', 'sets': 3, 'reps': 13}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 3, 'reps': 10}, {'exercise': 'Calf Raise', 'sets': 3, 'reps': 18}, {'exercise': 'Dead Bugs', 'sets': 2, 'reps': 9}], [{'exercise': 'Bench Press', 'sets': 3, 'reps': 4}, {'exercise': 'Leg Press', 'sets': 3, 'reps': 8}, {'exercise': 'Leg Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Cable Row', 'sets': 3, 'reps': 10}, {'exercise': 'EZ Bar Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Skullcrusher', 'sets': 2, 'reps': 11}, {'exercise': 'Pallof Press', 'sets': 2, 'reps': 9}]]"
